recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
7,3) $200 - $350,282.6,1,1,Rural,0,Multichannel,Mens E-Mail,0
4,1) $0 - $100,34.03,0,1,Surburban,1,Phone,Mens E-Mail,0
11,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,0
4,1) $0 - $100,96.5,0,1,Surburban,1,Phone,Mens E-Mail,0
9,2) $100 - $200,158.83,0,1,Surburban,1,Phone,No E-Mail,0
1,5) $500 - $750,702.03,1,1,Urban,1,Phone,Mens E-Mail,0
9,3) $200 - $350,294.22,1,0,Urban,0,Web,No E-Mail,0
10,2) $100 - $200,138.02,1,0,Rural,0,Web,No E-Mail,1
5,3) $200 - $350,313.19,0,1,Surburban,0,Phone,No E-Mail,0
3,3) $200 - $350,341.4,1,0,Surburban,0,Web,No E-Mail,0
12,2) $100 - $200,117.09,0,1,Surburban,1,Phone,Womens E-Mail,1
9,2) $100 - $200,188.48,1,0,Urban,0,Phone,Womens E-Mail,0
6,1) $0 - $100,59.21,0,1,Surburban,1,Phone,Mens E-Mail,1
11,2) $100 - $200,184.24,1,0,Surburban,1,Phone,Womens E-Mail,0
7,4) $350 - $500,410.43,0,1,Urban,0,Multichannel,No E-Mail,0
7,3) $200 - $350,234.18,0,1,Surburban,0,Web,Womens E-Mail,1
8,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0
8,3) $200 - $350,208.79,1,0,Rural,0,Web,Womens E-Mail,0
3,4) $350 - $500,495.85,0,1,Surburban,0,Web,Womens E-Mail,0
1,2) $100 - $200,120.86,0,1,Urban,1,Phone,Womens E-Mail,1
2,1) $0 - $100,55.53,1,0,Surburban,0,Phone,No E-Mail,0
3,3) $200 - $350,200.0,1,0,Rural,1,Web,Womens E-Mail,0
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0
1,5) $500 - $750,686.11,1,1,Rural,1,Phone,Womens E-Mail,0
4,2) $100 - $200,105.59,0,1,Urban,0,Web,Womens E-Mail,0
3,3) $200 - $350,269.97,1,0,Rural,0,Phone,No E-Mail,0
3,2) $100 - $200,128.69,1,0,Rural,0,Phone,Womens E-Mail,0
5,5) $500 - $750,545.87,0,1,Surburban,1,Web,Mens E-Mail,0
1,4) $350 - $500,374.65,1,0,Urban,0,Web,No E-Mail,0
10,1) $0 - $100,51.18,0,1,Urban,1,Phone,No E-Mail,0
1,3) $200 - $350,220.15,1,1,Rural,0,Phone,No E-Mail,0
6,4) $350 - $500,395.75,1,1,Urban,0,Multichannel,No E-Mail,0
10,5) $500 - $750,590.02,0,1,Surburban,1,Web,Mens E-Mail,0
2,3) $200 - $350,255.54,0,1,Urban,0,Web,Womens E-Mail,0
4,1) $0 - $100,95.38,0,1,Surburban,0,Phone,No E-Mail,0
11,2) $100 - $200,103.78,0,1,Surburban,0,Web,Womens E-Mail,1
4,3) $200 - $350,333.9,1,0,Urban,1,Multichannel,Mens E-Mail,0
10,3) $200 - $350,304.71,0,1,Surburban,1,Phone,No E-Mail,0
8,"7) $1,000 +",1192.15,1,1,Urban,1,Phone,Mens E-Mail,0
8,5) $500 - $750,557.04,1,0,Surburban,1,Phone,No E-Mail,0
9,3) $200 - $350,246.19,0,1,Surburban,0,Phone,Mens E-Mail,0
3,"6) $750 - $1,000",792.89,1,0,Surburban,1,Multichannel,Womens E-Mail,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
2,2) $100 - $200,136.51,0,1,Rural,1,Web,Mens E-Mail,0
5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
4,2) $100 - $200,171.54,1,0,Urban,1,Web,No E-Mail,0
1,3) $200 - $350,345.76,0,1,Surburban,0,Web,No E-Mail,0
2,4) $350 - $500,356.02,0,1,Surburban,1,Multichannel,Mens E-Mail,0
8,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0
2,2) $100 - $200,174.95,0,1,Surburban,0,Web,No E-Mail,0
4,4) $350 - $500,377.85,1,0,Surburban,0,Phone,Mens E-Mail,0
1,1) $0 - $100,53.92,0,1,Rural,0,Phone,No E-Mail,1
10,3) $200 - $350,226.52,1,0,Surburban,0,Web,No E-Mail,0
1,5) $500 - $750,676.55,1,1,Surburban,1,Web,No E-Mail,0
6,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
4,2) $100 - $200,110.67,1,0,Surburban,0,Web,No E-Mail,0
1,2) $100 - $200,179.31,1,0,Surburban,1,Phone,Womens E-Mail,0
2,3) $200 - $350,264.59,0,1,Rural,1,Web,Womens E-Mail,1
9,4) $350 - $500,384.07,0,1,Rural,1,Phone,Womens E-Mail,0
6,2) $100 - $200,194.15,1,0,Surburban,1,Web,Mens E-Mail,0
3,2) $100 - $200,128.38,0,1,Surburban,1,Phone,Mens E-Mail,0
9,5) $500 - $750,504.3,0,1,Surburban,1,Phone,No E-Mail,0
3,3) $200 - $350,215.41,0,1,Rural,0,Multichannel,Mens E-Mail,1
5,2) $100 - $200,142.93,1,0,Surburban,0,Web,No E-Mail,0
10,1) $0 - $100,53.19,1,0,Surburban,1,Phone,Womens E-Mail,0
6,4) $350 - $500,396.58,1,0,Urban,0,Web,Womens E-Mail,1
5,"6) $750 - $1,000",969.46,1,1,Surburban,1,Phone,Womens E-Mail,0
4,2) $100 - $200,151.63,1,0,Rural,1,Web,No E-Mail,1
5,2) $100 - $200,138.21,0,1,Surburban,0,Web,No E-Mail,0
10,2) $100 - $200,113.16,1,0,Surburban,0,Phone,No E-Mail,0
6,2) $100 - $200,176.98,0,1,Urban,1,Phone,No E-Mail,0
3,2) $100 - $200,130.42,1,0,Surburban,0,Phone,No E-Mail,1
9,1) $0 - $100,74.58,0,1,Rural,0,Web,Mens E-Mail,1
3,4) $350 - $500,473.18,1,0,Urban,1,Multichannel,Mens E-Mail,1
2,5) $500 - $750,679.07,1,1,Urban,1,Phone,No E-Mail,0
3,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
9,"6) $750 - $1,000",939.85,0,1,Surburban,1,Web,No E-Mail,0
10,2) $100 - $200,113.05,0,1,Rural,1,Phone,Womens E-Mail,0
2,1) $0 - $100,33.15,1,0,Urban,1,Phone,Mens E-Mail,0
3,3) $200 - $350,312.8,1,1,Surburban,1,Phone,No E-Mail,0
8,5) $500 - $750,601.97,1,1,Urban,1,Multichannel,Mens E-Mail,1
1,2) $100 - $200,175.91,1,0,Surburban,0,Web,Mens E-Mail,1
1,1) $0 - $100,33.26,1,0,Surburban,1,Phone,No E-Mail,0
10,3) $200 - $350,283.19,1,0,Surburban,1,Phone,No E-Mail,0
2,1) $0 - $100,80.01,1,0,Surburban,1,Phone,No E-Mail,0
7,1) $0 - $100,91.8,0,1,Surburban,0,Phone,Womens E-Mail,0
10,2) $100 - $200,137.54,1,0,Urban,1,Phone,No E-Mail,0
8,3) $200 - $350,256.21,1,1,Rural,0,Web,Mens E-Mail,0
6,3) $200 - $350,219.98,1,0,Surburban,0,Web,Womens E-Mail,0
2,"6) $750 - $1,000",754.01,0,1,Surburban,1,Multichannel,Womens E-Mail,0
11,3) $200 - $350,218.05,1,0,Rural,0,Phone,Womens E-Mail,0
5,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0
3,3) $200 - $350,315.45,0,1,Surburban,0,Web,Mens E-Mail,0
8,2) $100 - $200,127.29,0,1,Urban,0,Web,Mens E-Mail,0
2,2) $100 - $200,131.27,0,1,Rural,1,Phone,Mens E-Mail,0
1,"7) $1,000 +",1337.81,1,0,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,48.06,1,0,Urban,0,Phone,Mens E-Mail,0
4,5) $500 - $750,506.97,1,0,Urban,1,Phone,Mens E-Mail,0
4,4) $350 - $500,416.44,1,1,Surburban,1,Multichannel,No E-Mail,0
10,1) $0 - $100,94.07,0,1,Urban,1,Web,Mens E-Mail,0
1,4) $350 - $500,474.43,1,0,Urban,0,Phone,Mens E-Mail,0
3,1) $0 - $100,39.89,1,0,Urban,0,Phone,No E-Mail,0
10,2) $100 - $200,160.0,1,0,Urban,0,Web,Mens E-Mail,0
7,1) $0 - $100,91.66,1,0,Surburban,0,Web,Womens E-Mail,0
5,2) $100 - $200,175.87,0,1,Rural,1,Phone,Mens E-Mail,0
10,3) $200 - $350,225.76,1,1,Urban,0,Multichannel,Womens E-Mail,0
5,2) $100 - $200,176.64,1,0,Urban,0,Web,Womens E-Mail,0
2,5) $500 - $750,601.16,1,1,Urban,1,Web,Mens E-Mail,1
2,1) $0 - $100,37.3,1,0,Surburban,1,Phone,No E-Mail,0
2,3) $200 - $350,222.13,1,0,Surburban,0,Multichannel,Mens E-Mail,1
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0
2,2) $100 - $200,157.78,1,0,Urban,0,Phone,No E-Mail,0
9,1) $0 - $100,85.77,1,0,Surburban,1,Phone,No E-Mail,0
1,4) $350 - $500,467.93,1,0,Surburban,0,Multichannel,No E-Mail,1
9,1) $0 - $100,89.15,1,0,Urban,0,Web,Womens E-Mail,0
7,3) $200 - $350,314.42,0,1,Surburban,0,Web,Womens E-Mail,0
2,1) $0 - $100,32.16,0,1,Surburban,1,Phone,Mens E-Mail,0
6,3) $200 - $350,273.87,1,0,Surburban,0,Multichannel,Mens E-Mail,0
11,2) $100 - $200,119.08,1,0,Rural,0,Web,Womens E-Mail,0
11,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0
2,5) $500 - $750,657.39,1,0,Urban,1,Phone,No E-Mail,0
12,2) $100 - $200,135.48,1,0,Rural,0,Phone,Womens E-Mail,0
11,1) $0 - $100,95.42,1,0,Surburban,1,Phone,Womens E-Mail,0
3,4) $350 - $500,485.46,0,1,Urban,1,Web,Mens E-Mail,0
8,1) $0 - $100,98.72,1,0,Rural,1,Phone,No E-Mail,0
9,2) $100 - $200,130.28,0,1,Rural,1,Web,No E-Mail,0
1,4) $350 - $500,416.98,1,1,Surburban,0,Phone,No E-Mail,0
9,1) $0 - $100,50.6,0,1,Surburban,1,Web,Mens E-Mail,0
1,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,1
2,3) $200 - $350,216.59,1,0,Urban,0,Multichannel,Womens E-Mail,0
3,2) $100 - $200,129.24,0,1,Surburban,1,Phone,No E-Mail,0
10,3) $200 - $350,254.42,1,0,Surburban,0,Web,Mens E-Mail,0
10,5) $500 - $750,509.46,0,1,Rural,1,Multichannel,Mens E-Mail,0
12,2) $100 - $200,114.84,1,0,Rural,1,Web,No E-Mail,0
4,5) $500 - $750,726.99,0,1,Urban,1,Multichannel,Womens E-Mail,0
11,1) $0 - $100,67.63,1,0,Urban,0,Web,No E-Mail,0
4,5) $500 - $750,595.04,1,0,Urban,1,Multichannel,Mens E-Mail,0
1,"7) $1,000 +",1145.49,0,1,Surburban,1,Web,Womens E-Mail,1
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
3,3) $200 - $350,241.21,0,1,Surburban,0,Web,No E-Mail,0
7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0
2,2) $100 - $200,138.3,1,0,Surburban,0,Web,Mens E-Mail,1
3,2) $100 - $200,127.98,1,0,Rural,1,Phone,Mens E-Mail,1
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0
9,1) $0 - $100,52.1,1,0,Surburban,1,Phone,No E-Mail,0
1,2) $100 - $200,166.26,0,1,Urban,0,Web,Womens E-Mail,0
8,2) $100 - $200,130.89,1,0,Urban,0,Web,No E-Mail,0
3,"7) $1,000 +",1229.41,0,1,Surburban,1,Phone,Womens E-Mail,0
1,2) $100 - $200,106.24,1,0,Urban,0,Web,Mens E-Mail,0
10,5) $500 - $750,687.03,1,1,Surburban,1,Web,No E-Mail,0
10,2) $100 - $200,165.83,1,0,Surburban,0,Web,No E-Mail,0
2,2) $100 - $200,162.61,1,0,Surburban,0,Phone,Womens E-Mail,0
12,3) $200 - $350,258.39,1,1,Urban,0,Phone,Womens E-Mail,1
7,1) $0 - $100,98.67,1,0,Urban,1,Web,No E-Mail,0
7,2) $100 - $200,110.19,1,0,Surburban,0,Web,No E-Mail,1
1,2) $100 - $200,110.43,0,1,Surburban,0,Phone,Mens E-Mail,0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1
1,1) $0 - $100,49.5,1,0,Surburban,1,Web,Womens E-Mail,0
11,2) $100 - $200,126.36,0,1,Urban,1,Web,Womens E-Mail,0
7,4) $350 - $500,357.4,1,1,Surburban,0,Phone,No E-Mail,0
4,2) $100 - $200,139.49,0,1,Surburban,1,Web,Womens E-Mail,0
4,3) $200 - $350,303.33,0,1,Surburban,0,Phone,Mens E-Mail,0
6,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
7,1) $0 - $100,91.31,1,0,Surburban,0,Phone,No E-Mail,0
9,3) $200 - $350,288.9,1,0,Rural,1,Phone,Mens E-Mail,0
9,1) $0 - $100,58.09,0,1,Urban,0,Phone,Womens E-Mail,1
3,2) $100 - $200,185.53,1,0,Urban,0,Web,Mens E-Mail,0
5,3) $200 - $350,257.57,1,0,Surburban,0,Web,Mens E-Mail,0
9,1) $0 - $100,41.97,0,1,Urban,0,Web,No E-Mail,0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0
1,3) $200 - $350,206.07,0,1,Urban,1,Web,Womens E-Mail,0
10,2) $100 - $200,107.28,1,0,Urban,1,Web,No E-Mail,0
6,2) $100 - $200,194.13,1,0,Surburban,1,Web,Mens E-Mail,0
2,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,1
9,2) $100 - $200,149.79,1,0,Surburban,1,Phone,No E-Mail,0
2,1) $0 - $100,48.72,0,1,Rural,1,Web,No E-Mail,0
7,3) $200 - $350,267.67,1,0,Rural,0,Phone,Womens E-Mail,0
1,"7) $1,000 +",1065.52,1,0,Urban,1,Multichannel,No E-Mail,0
4,1) $0 - $100,34.86,1,0,Urban,0,Web,Womens E-Mail,0
1,"7) $1,000 +",1367.81,0,1,Surburban,1,Web,Womens E-Mail,0
2,"6) $750 - $1,000",862.86,1,1,Surburban,1,Multichannel,No E-Mail,0
7,1) $0 - $100,86.38,0,1,Rural,0,Web,Mens E-Mail,0
8,3) $200 - $350,200.34,1,0,Surburban,0,Phone,Mens E-Mail,0
7,3) $200 - $350,270.04,1,1,Surburban,0,Phone,Mens E-Mail,0
4,1) $0 - $100,43.09,1,0,Urban,0,Phone,Mens E-Mail,1
10,1) $0 - $100,79.01,0,1,Urban,1,Phone,No E-Mail,0
10,1) $0 - $100,44.37,0,1,Surburban,0,Web,No E-Mail,0
3,2) $100 - $200,117.57,0,1,Rural,0,Phone,No E-Mail,0
3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0
1,2) $100 - $200,169.18,1,0,Urban,1,Web,Womens E-Mail,0
11,2) $100 - $200,111.5,1,0,Surburban,1,Web,No E-Mail,0
4,1) $0 - $100,34.18,1,0,Urban,1,Phone,Mens E-Mail,0
1,"7) $1,000 +",1147.55,1,0,Surburban,1,Web,Mens E-Mail,0
2,3) $200 - $350,337.18,1,0,Surburban,0,Phone,Womens E-Mail,0
6,3) $200 - $350,252.05,1,0,Rural,0,Phone,Womens E-Mail,0
9,3) $200 - $350,327.29,0,1,Surburban,1,Multichannel,Mens E-Mail,0
1,"7) $1,000 +",1407.9,0,1,Urban,1,Web,Mens E-Mail,1
10,4) $350 - $500,353.56,1,0,Urban,1,Web,Mens E-Mail,0
12,1) $0 - $100,81.69,0,1,Surburban,1,Phone,Womens E-Mail,0
11,1) $0 - $100,45.99,0,1,Surburban,1,Web,Mens E-Mail,0
11,1) $0 - $100,95.85,0,1,Urban,1,Web,Mens E-Mail,0
8,1) $0 - $100,70.84,0,1,Surburban,0,Web,No E-Mail,0
1,1) $0 - $100,79.13,1,0,Surburban,1,Web,Womens E-Mail,0
1,2) $100 - $200,195.51,0,1,Urban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,45.85,1,0,Surburban,1,Web,Womens E-Mail,1
10,3) $200 - $350,332.98,0,1,Surburban,0,Phone,Mens E-Mail,1
7,"6) $750 - $1,000",833.66,1,0,Surburban,1,Phone,Womens E-Mail,0
7,3) $200 - $350,288.25,1,0,Surburban,0,Web,Womens E-Mail,0
1,1) $0 - $100,87.41,1,0,Urban,0,Web,No E-Mail,0
1,2) $100 - $200,100.71,1,0,Surburban,0,Phone,Mens E-Mail,0
9,3) $200 - $350,273.69,1,1,Urban,1,Phone,Womens E-Mail,1
1,2) $100 - $200,125.81,0,1,Surburban,0,Phone,Mens E-Mail,0
4,1) $0 - $100,57.0,1,0,Urban,1,Web,No E-Mail,0
1,1) $0 - $100,60.03,0,1,Urban,1,Web,No E-Mail,0
7,1) $0 - $100,73.27,0,1,Surburban,1,Phone,No E-Mail,0
7,3) $200 - $350,331.06,1,0,Urban,0,Phone,No E-Mail,0
10,3) $200 - $350,259.53,1,0,Rural,0,Web,Womens E-Mail,0
5,2) $100 - $200,173.24,0,1,Surburban,1,Phone,Womens E-Mail,0
1,2) $100 - $200,153.99,0,1,Surburban,0,Web,No E-Mail,0
9,2) $100 - $200,123.83,0,1,Urban,0,Web,No E-Mail,0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0
7,3) $200 - $350,314.26,1,0,Rural,0,Phone,Mens E-Mail,0
4,2) $100 - $200,140.87,0,1,Rural,0,Phone,No E-Mail,0
2,5) $500 - $750,545.16,1,1,Urban,1,Web,Womens E-Mail,0
10,3) $200 - $350,313.54,1,0,Urban,1,Web,Mens E-Mail,0
1,3) $200 - $350,247.28,1,1,Urban,0,Phone,Mens E-Mail,1
5,2) $100 - $200,124.21,1,0,Surburban,1,Phone,Mens E-Mail,0
10,1) $0 - $100,51.92,0,1,Surburban,0,Phone,Womens E-Mail,0
2,5) $500 - $750,505.17,1,0,Surburban,1,Web,Mens E-Mail,0
3,3) $200 - $350,288.51,0,1,Surburban,0,Web,No E-Mail,0
3,2) $100 - $200,115.98,1,0,Urban,1,Web,Womens E-Mail,0
5,2) $100 - $200,184.11,1,0,Rural,0,Phone,Womens E-Mail,0
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0
2,3) $200 - $350,335.48,0,1,Surburban,0,Web,No E-Mail,0
4,4) $350 - $500,429.12,1,1,Urban,1,Multichannel,No E-Mail,0
5,1) $0 - $100,64.46,0,1,Surburban,1,Phone,No E-Mail,0
1,2) $100 - $200,161.17,1,0,Urban,1,Web,Mens E-Mail,0
4,1) $0 - $100,43.62,1,0,Urban,1,Web,No E-Mail,0
2,2) $100 - $200,140.74,1,0,Urban,1,Web,Womens E-Mail,1
3,3) $200 - $350,317.52,0,1,Surburban,0,Phone,No E-Mail,1
6,1) $0 - $100,32.0,1,0,Urban,1,Web,Mens E-Mail,0
10,1) $0 - $100,30.86,1,0,Urban,1,Phone,No E-Mail,0
8,1) $0 - $100,35.64,1,0,Rural,0,Phone,No E-Mail,1
7,2) $100 - $200,173.35,1,0,Urban,0,Phone,Mens E-Mail,0
1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
3,3) $200 - $350,346.88,1,1,Urban,0,Phone,Mens E-Mail,1
2,1) $0 - $100,74.04,0,1,Urban,0,Phone,No E-Mail,0
6,2) $100 - $200,123.41,0,1,Surburban,1,Web,Mens E-Mail,0
10,5) $500 - $750,565.41,0,1,Urban,1,Web,Mens E-Mail,1
4,2) $100 - $200,150.28,1,0,Surburban,0,Phone,Mens E-Mail,0
4,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0
1,5) $500 - $750,738.5,1,0,Surburban,1,Web,Mens E-Mail,0
1,2) $100 - $200,144.58,0,1,Urban,1,Phone,Mens E-Mail,0
2,1) $0 - $100,88.38,0,1,Urban,0,Web,No E-Mail,0
2,5) $500 - $750,529.64,1,0,Surburban,1,Web,No E-Mail,0
4,2) $100 - $200,104.49,0,1,Surburban,1,Phone,No E-Mail,0
2,3) $200 - $350,233.86,1,0,Urban,1,Web,Womens E-Mail,0
3,2) $100 - $200,109.52,0,1,Surburban,0,Web,Mens E-Mail,0
1,3) $200 - $350,327.78,1,1,Surburban,0,Web,Womens E-Mail,0
2,2) $100 - $200,152.42,0,1,Rural,0,Web,No E-Mail,0
10,2) $100 - $200,193.05,1,0,Surburban,1,Phone,No E-Mail,0
11,1) $0 - $100,86.97,0,1,Rural,0,Phone,Womens E-Mail,1
9,1) $0 - $100,54.51,0,1,Surburban,0,Web,No E-Mail,0
10,2) $100 - $200,149.33,0,1,Rural,0,Phone,Womens E-Mail,0
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,1
4,3) $200 - $350,226.59,0,1,Urban,0,Multichannel,No E-Mail,0
4,4) $350 - $500,458.78,0,1,Surburban,0,Web,No E-Mail,0
9,3) $200 - $350,333.52,0,1,Urban,0,Phone,No E-Mail,0
3,2) $100 - $200,126.35,0,1,Rural,0,Web,Mens E-Mail,1
10,2) $100 - $200,148.45,1,0,Urban,1,Phone,No E-Mail,0
10,3) $200 - $350,261.12,0,1,Urban,1,Multichannel,Mens E-Mail,0
3,3) $200 - $350,253.14,1,1,Surburban,0,Multichannel,No E-Mail,0
9,1) $0 - $100,30.72,1,0,Surburban,1,Phone,Womens E-Mail,0
12,1) $0 - $100,79.34,1,0,Urban,1,Phone,Womens E-Mail,0
7,5) $500 - $750,591.88,0,1,Urban,1,Multichannel,Mens E-Mail,0
3,5) $500 - $750,521.24,0,1,Urban,1,Web,Mens E-Mail,0
9,5) $500 - $750,720.44,0,1,Surburban,1,Web,Mens E-Mail,0
10,2) $100 - $200,139.67,1,0,Surburban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,50.25,0,1,Surburban,1,Phone,Mens E-Mail,0
5,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0
8,2) $100 - $200,151.61,0,1,Urban,0,Phone,No E-Mail,0
1,1) $0 - $100,60.83,1,0,Urban,0,Web,Mens E-Mail,1
8,4) $350 - $500,374.05,1,1,Rural,0,Phone,Womens E-Mail,0
6,1) $0 - $100,63.99,1,0,Surburban,0,Phone,Mens E-Mail,0
8,3) $200 - $350,207.84,0,1,Rural,1,Phone,No E-Mail,0
8,2) $100 - $200,111.37,0,1,Surburban,1,Phone,Mens E-Mail,0
11,3) $200 - $350,207.3,1,0,Surburban,0,Web,No E-Mail,0
8,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0
1,1) $0 - $100,76.0,1,0,Rural,0,Web,Womens E-Mail,1
3,1) $0 - $100,37.38,1,0,Surburban,0,Web,Mens E-Mail,0
9,3) $200 - $350,216.12,0,1,Surburban,0,Web,Mens E-Mail,1
8,1) $0 - $100,42.78,0,1,Rural,1,Web,Womens E-Mail,1
10,3) $200 - $350,216.73,1,0,Urban,1,Web,Mens E-Mail,0
2,3) $200 - $350,294.11,0,1,Surburban,0,Phone,Mens E-Mail,0
9,1) $0 - $100,77.18,1,0,Surburban,0,Phone,No E-Mail,0
10,4) $350 - $500,400.73,1,1,Surburban,0,Web,No E-Mail,0
1,3) $200 - $350,313.44,0,1,Urban,0,Multichannel,No E-Mail,0
9,1) $0 - $100,32.93,0,1,Rural,1,Phone,Mens E-Mail,0
2,5) $500 - $750,728.66,1,1,Surburban,1,Web,No E-Mail,1
1,2) $100 - $200,176.6,0,1,Urban,0,Web,Mens E-Mail,1
3,2) $100 - $200,113.77,1,0,Surburban,0,Phone,Mens E-Mail,0
10,1) $0 - $100,93.26,1,0,Surburban,0,Phone,Mens E-Mail,0
7,3) $200 - $350,263.79,1,0,Surburban,1,Multichannel,Womens E-Mail,0
5,2) $100 - $200,151.85,0,1,Urban,0,Web,No E-Mail,0
3,1) $0 - $100,68.14,0,1,Urban,0,Phone,Womens E-Mail,0
12,1) $0 - $100,78.03,1,0,Surburban,0,Web,No E-Mail,0
12,2) $100 - $200,173.5,1,0,Urban,1,Phone,Womens E-Mail,0
3,5) $500 - $750,553.91,1,0,Surburban,1,Phone,Mens E-Mail,1
11,4) $350 - $500,437.21,0,1,Urban,1,Web,Womens E-Mail,0
2,5) $500 - $750,505.73,0,1,Urban,1,Phone,Womens E-Mail,0
1,4) $350 - $500,391.58,0,1,Urban,1,Web,Womens E-Mail,0
12,"6) $750 - $1,000",947.0,1,1,Urban,1,Web,Mens E-Mail,0
2,4) $350 - $500,483.92,1,1,Surburban,0,Web,No E-Mail,0
5,2) $100 - $200,103.65,1,0,Surburban,1,Phone,No E-Mail,0
1,5) $500 - $750,702.94,0,1,Urban,1,Phone,Mens E-Mail,0
5,2) $100 - $200,196.94,0,1,Urban,1,Web,No E-Mail,0
10,5) $500 - $750,638.24,1,1,Surburban,1,Multichannel,No E-Mail,0
3,3) $200 - $350,338.44,1,1,Surburban,1,Phone,Mens E-Mail,1
1,2) $100 - $200,167.55,0,1,Surburban,1,Web,Womens E-Mail,0
2,"6) $750 - $1,000",937.62,0,1,Surburban,1,Phone,No E-Mail,0
6,2) $100 - $200,140.17,1,0,Urban,0,Phone,No E-Mail,0
4,5) $500 - $750,553.47,0,1,Urban,1,Web,Mens E-Mail,1
9,1) $0 - $100,32.71,0,1,Surburban,0,Web,Womens E-Mail,0
1,"6) $750 - $1,000",947.34,1,0,Urban,1,Phone,Mens E-Mail,0
11,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0
3,3) $200 - $350,293.33,1,0,Urban,1,Multichannel,No E-Mail,0
2,5) $500 - $750,520.15,0,1,Urban,1,Web,Mens E-Mail,1
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
9,3) $200 - $350,281.87,0,1,Urban,1,Multichannel,No E-Mail,0
8,3) $200 - $350,301.42,1,0,Surburban,0,Phone,Womens E-Mail,0
1,4) $350 - $500,404.72,1,0,Urban,0,Web,Womens E-Mail,0
8,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
1,1) $0 - $100,42.07,0,1,Urban,0,Phone,Womens E-Mail,0
11,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
10,3) $200 - $350,234.85,0,1,Urban,0,Web,No E-Mail,0
2,3) $200 - $350,270.77,0,1,Surburban,0,Web,No E-Mail,0
4,2) $100 - $200,123.87,1,0,Surburban,0,Phone,No E-Mail,0
1,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0
12,1) $0 - $100,36.17,0,1,Surburban,1,Web,No E-Mail,0
9,2) $100 - $200,139.73,1,0,Surburban,0,Web,No E-Mail,0
11,1) $0 - $100,67.44,1,0,Surburban,1,Phone,No E-Mail,0
5,3) $200 - $350,235.42,1,0,Surburban,0,Phone,No E-Mail,0
5,"7) $1,000 +",1134.23,1,0,Urban,1,Phone,Mens E-Mail,0
1,4) $350 - $500,498.79,1,0,Surburban,0,Phone,Womens E-Mail,0
2,5) $500 - $750,699.0,1,1,Surburban,1,Web,Womens E-Mail,0
4,3) $200 - $350,338.81,1,1,Urban,0,Web,Womens E-Mail,0
10,4) $350 - $500,361.42,0,1,Urban,1,Web,Mens E-Mail,0
